Ticker,Underlying Asset Price,Trade Date,Trade Time,Strike,Last Price,Original BSP,Adjusted BSP,Bid,Ask,Volume,Open Interest,Implied Volatility,Adjusted Volatility
BIIB,308.8800048828125,2023-01-06,20:35:04,395.0,3.54,113.18661126743496,51.28332477595656,1.35,6.0,30.0,18.0,1.7089858300781249,0.935068568406728
BIIB,308.8800048828125,2023-06-07,18:15:49,400.0,0.05,0.0038172149818491152,1.5020088079739603e-28,0.0,0.0,1.0,230.0,0.500005,0.14906400982417684
BIIB,308.8800048828125,2023-06-07,15:59:01,410.0,0.1,0.0011261189254734225,5.78590856871195e-11,0.0,0.0,5.0,46.0,0.500005,0.27357684968331947
BIIB,308.8800048828125,2023-06-05,13:52:05,415.0,0.23,0.0028410112559447975,7.973990286139065e-10,0.0,0.0,1.0,4.0,0.500005,0.27357684968331947
BIIB,308.8800048828125,2023-05-19,19:18:40,420.0,0.15,0.24872939066994704,4.379885840233051e-12,0.0,0.0,51.0,56.0,0.500005,0.15796263613162234
BIIB,308.8800048828125,2023-04-19,14:50:00,425.0,1.1,54.918720889507426,17.041827059459465,0.0,4.3,1.0,20.0,1.7993174096679687,0.9844933321013061
BIIB,308.8800048828125,2023-06-08,18:48:58,430.0,0.32,2.3213559159471122e-05,1.0052948271943647e-28,0.0,0.0,1.0,19.0,0.500005,0.20152741225255175
BIIB,308.8800048828125,2023-05-16,15:02:09,440.0,0.99,0.14582720340205935,2.01161799227534e-70,0.0,0.0,2.0,2.0,0.500005,0.06795744638074186
BIIB,308.8800048828125,2023-06-05,14:17:34,450.0,0.05,5.3587706732517466e-05,4.109890499192266e-49,0.0,0.0,1.0,40.0,0.500005,0.14736579869680178
BIIB,308.8800048828125,2023-05-15,17:22:45,455.0,0.3,0.08428161588670835,6.718244128033936e-06,0.0,0.0,,2.0,0.500005,0.27357684968331947
BIIB,308.8800048828125,2023-05-15,17:22:03,460.0,0.1,0.06688403942300059,6.623087238914745e-11,0.0,0.0,,1.0,0.500005,0.20152741225255175
BLK,684.4000244140625,2023-02-16,14:30:05,270.0,443.57,418.9038042893514,418.9038042893514,366.1,374.3,,0.0,1.0000000000000003e-05,5.471482278843602e-06
BLK,684.4000244140625,2022-11-29,14:30:32,340.0,388.9,678.8097806650568,605.9684515198321,379.9,385.8,,0.0,6.818727062530518,3.7308544286907006
BLK,684.4000244140625,2022-10-18,13:30:04,350.0,247.1,677.6691092666528,561.075861762219,360.5,369.5,1.0,1.0,6.043703617248536,2.7531264710389034
BLK,684.4000244140625,2022-10-25,14:38:27,440.0,201.98,675.449205319576,582.7750857820138,300.2,307.8,8.0,2.0,5.983034747772217,3.2736068596141177
BLK,684.4000244140625,2023-03-08,19:13:41,450.0,232.04,240.66402630522646,240.66402630522646,207.2,214.0,,0.0,1.0000000000000003e-05,5.471482278843602e-06
BLK,684.4000244140625,2023-06-06,19:46:50,480.0,204.7,207.61431108256397,205.0724084909274,201.2,208.2,2.0,0.0,1.3046909765624997,0.422047618249958
BLK,684.4000244140625,2023-06-06,19:49:56,490.0,195.0,208.69433619008322,195.5001320682042,190.1,198.3,2.0,0.0,1.918701578369141,0.9167875059839998
BLK,684.4000244140625,2023-06-06,18:29:09,500.0,183.3,188.49564552158427,185.1066027543688,181.0,188.8,440.0,0.0,1.2548865380859375,0.5716463885314793
BLK,684.4000244140625,2023-06-06,18:29:09,510.0,172.6,188.05030300150622,175.13211677240793,170.5,178.2,880.0,0.0,1.720704521484375,0.5839724163058584
BLK,684.4000244140625,2023-06-06,17:45:40,520.0,159.9,166.64248393236323,165.12850890557036,160.9,168.2,10.0,0.0,0.9531254687499999,0.38817208534402553
BLK,684.4000244140625,2023-06-06,18:29:09,530.0,152.3,157.89249352077093,155.18470445675246,151.3,158.3,440.0,0.0,1.0146533642578124,0.5551657901705661
BLK,684.4000244140625,2023-06-06,18:29:09,540.0,142.7,146.8843513429623,145.17204924009923,140.8,148.4,660.0,0.0,0.8652357226562499,0.47341219235361076
BLK,684.4000244140625,2023-06-06,18:29:09,550.0,132.1,137.56633537053705,135.2071910150953,131.1,138.4,440.0,0.0,0.868165380859375,0.47501514964775754
BLK,684.4000244140625,2022-10-10,16:43:32,560.0,60.2,454.9061785224368,180.4249610967538,139.4,146.1,1.0,3.0,2.131596467895508,0.45670923037718525
BLK,684.4000244140625,2023-06-06,18:29:09,570.0,112.6,118.22986839600719,115.27472128563147,111.6,118.3,660.0,0.0,0.7971211694335938,0.4361434352646995
BLK,684.4000244140625,2023-06-06,18:29:09,580.0,101.3,107.58925969787629,105.21364314512232,101.2,108.4,440.0,0.0,0.6958038232421876,0.2804442834240257
BLK,684.4000244140625,2023-06-06,19:10:57,590.0,93.7,97.88286104507017,95.22967143282904,91.4,98.4,61.0,0.0,0.657229990234375,0.27150440580269986
BLK,684.4000244140625,2023-06-06,19:10:57,600.0,83.9,87.43909749272996,85.24050295541485,81.2,88.4,60.0,1.0,0.5722699023437501,0.11859589132168723
BLK,684.4000244140625,2023-06-06,18:29:09,610.0,72.2,78.73805739045338,75.26793022335312,71.7,78.8,1320.0,0.0,0.5852092260742188,0.24175233260259152
BLK,684.4000244140625,2023-06-06,17:45:40,615.0,66.5,73.52458578940946,70.35700679215927,66.7,73.7,5.0,0.0,0.5446822875976562,0.2789797702344691
BLK,684.4000244140625,2023-06-06,19:10:57,620.0,63.6,68.584287970074,65.26852090128955,61.6,68.9,120.0,0.0,0.5173388110351562,0.12597775054282276
BLK,684.4000244140625,2023-06-06,17:45:40,625.0,56.3,70.70744265698295,61.96667454484657,56.8,63.7,5.0,0.0,0.7399928344726561,0.4048857680288383
BLK,684.4000244140625,2023-06-06,18:29:09,630.0,52.7,65.8422808926565,57.12108956470183,51.6,58.9,2640.0,0.0,0.7060576269531251,0.386318179371639
BLK,684.4000244140625,2023-06-01,17:44:42,635.0,37.6,66.18784544638953,54.3709346779857,47.1,53.9,,0.0,0.6605258557128908,0.36140555142510866
BLK,684.4000244140625,2023-06-06,18:29:09,640.0,42.3,55.85503318048433,45.4446199439991,42.3,49.2,2640.0,0.0,0.6293372027587891,0.19882153891157017
BLK,684.4000244140625,2023-06-06,19:10:57,647.5,36.4,48.249226033747846,38.62581528058831,35.8,41.9,60.0,0.0,0.5675092077636719,0.23444038240934456
BLK,684.4000244140625,2023-06-08,15:28:53,650.0,24.5,43.9460634288244,35.67898745686671,33.0,39.8,1.0,2.0,0.5610395458984375,0.2261274344381733
BLK,684.4000244140625,2023-06-09,19:06:06,652.5,32.81,40.161061351436956,32.97439908530623,31.2,37.3,3.0,1.0,0.5361984857177735,0.21611522540862532
BLK,684.4000244140625,2023-06-06,17:45:40,655.0,26.4,39.764636503459826,32.567892589867824,28.8,34.1,35.0,0.0,0.4813284289550781,0.26335799693313405
BLK,684.4000244140625,2023-06-06,15:19:51,657.5,23.2,39.46352266470694,31.06611372872146,24.6,33.1,2.0,0.0,0.5180101910400392,0.28342835805359623
BLK,684.4000244140625,2023-06-09,18:56:29,660.0,25.7,32.184592921557964,25.199594827185024,24.5,29.6,1.0,33.0,0.45203184692382814,0.14280685624250533
BLK,684.4000244140625,2023-06-06,15:53:24,662.5,22.4,32.48969657482661,24.958480057383326,23.1,27.1,5.0,16.0,0.42615319946289065,0.21334948731118117
BLK,684.4000244140625,2023-06-08,13:30:43,665.0,14.59,27.70474685170643,22.138373881369034,20.5,24.4,3.0,14.0,0.3920959228515625,0.21453458934891514
BLK,684.4000244140625,2023-06-08,15:16:29,667.5,10.5,25.06779702004951,19.720224976582813,19.0,21.9,1.0,7.0,0.3654848608398438,0.19997439392708244
BLK,684.4000244140625,2023-06-08,17:08:33,670.0,15.0,22.681199753184046,17.425672970379082,17.4,19.6,1.0,242.0,0.3454655297851562,0.1890208524170798
BLK,684.4000244140625,2023-06-08,17:07:58,672.5,16.1,21.05773990170661,15.51362044159356,15.5,17.9,3.0,40.0,0.3452213916015625,0.1888872726425676
BLK,684.4000244140625,2023-06-09,19:55:46,675.0,13.7,18.01187644060849,12.939437478232719,13.9,15.8,14.0,30.0,0.32874206420898433,0.17987063786299226
BLK,684.4000244140625,2023-06-09,19:59:19,677.5,12.9,15.359880182482755,10.625667256595705,11.8,13.3,4.0,31.0,0.29724823852539056,0.162638846950915
BLK,684.4000244140625,2023-06-09,19:59:18,680.0,11.4,14.700732079212116,9.40696754817111,10.5,12.5,48.0,375.0,0.3186103295898437,0.17432707722073484
BLK,684.4000244140625,2023-06-09,19:44:53,685.0,8.3,11.735988423216327,4.801295434523922,7.7,9.6,41.0,393.0,0.309577216796875,0.1260791341318802
BLK,684.4000244140625,2023-06-09,19:37:35,690.0,6.1,8.86556647295032,3.9552733960429123,5.3,6.9,42.0,179.0,0.29407444213867184,0.16090230988225607
BLK,684.4000244140625,2023-06-09,19:06:53,695.0,3.8,6.314935468147922,1.1995023492127928,3.5,4.6,42.0,83.0,0.27686270019531245,0.11908732145400618
BLK,684.4000244140625,2023-06-09,19:55:36,700.0,2.45,4.971433620939507,1.229623617056376,2.3,3.4,168.0,241.0,0.28357650024414055,0.15515837957823028
BLK,684.4000244140625,2023-06-09,19:42:15,705.0,1.78,3.297754515972514,0.1317995181767202,1.35,2.05,19.0,30.0,0.26978269287109374,0.11144833743465947
BLK,684.4000244140625,2023-06-09,19:50:59,710.0,1.03,2.5256627808156935,0.2644158971486661,0.65,1.45,30.0,214.0,0.27686270019531245,0.15148493577914407
BLK,684.4000244140625,2023-06-09,19:01:54,715.0,0.45,1.4989044926963544,0.07855946030495176,0.2,0.75,7.0,14.0,0.26270268554687504,0.14373730885743496
BLK,684.4000244140625,2023-06-09,17:54:02,720.0,0.3,1.1904852935499832,0.0022909035171303493,0.1,0.55,3.0,150.0,0.274421318359375,0.1133645726577173
BLK,684.4000244140625,2023-06-09,18:36:07,725.0,0.3,1.2992807570599325,0.009352228573263455,0.0,0.6,1.0,3.0,0.30884480224609373,0.14410262928280546
BLK,684.4000244140625,2023-06-09,19:54:28,730.0,0.13,0.6554997564235521,0.007745938398886487,0.0,0.25,2.0,111.0,0.28711650390624993,0.15709528630865757
BLK,684.4000244140625,2023-06-01,14:43:59,740.0,0.74,6.008655633182272,0.015510557091504618,0.0,0.8,5.0,86.0,0.4162656030273437,0.13465556938237705
BLK,684.4000244140625,2023-06-08,19:53:53,750.0,0.05,1.1085341898051553,0.00016137025445424336,0.0,0.3,22.0,125.0,0.39551385742187506,0.15550759477395823
BLK,684.4000244140625,2023-06-06,16:43:12,760.0,0.1,0.9468114272808208,0.009282463126952023,0.0,0.1,16.0,146.0,0.379889013671875,0.20785560062330383
BLK,684.4000244140625,2023-05-31,19:38:55,770.0,0.05,5.528356965580571,0.01541322339366391,0.0,0.8,1.0,47.0,0.5112353564453125,0.19019511849099757
BLK,684.4000244140625,2023-05-31,14:53:11,780.0,0.45,5.4417289001914355,0.3331816332771176,0.0,0.35,2.0,184.0,0.5459029785156251,0.2986898472916181
BLK,684.4000244140625,2023-05-09,13:32:44,790.0,0.43,19.51094028993421,3.4235380778635687,0.0,0.75,1.0,75.0,0.596683720703125,0.32647444039016127
BLK,684.4000244140625,2023-06-08,19:37:40,800.0,0.09,1.4955084247902448,0.015213985689037868,0.0,0.75,3.0,219.0,0.6401403173828125,0.35025164025333766
BLK,684.4000244140625,2023-05-30,16:17:56,810.0,0.05,4.970567347768025,0.20515175727627266,0.0,0.35,2.0,150.0,0.6152382226562501,0.3366265032530905
BLK,684.4000244140625,2023-05-31,13:56:48,820.0,0.1,4.622429797646021,0.1606665446197848,0.0,0.35,1.0,27.0,0.6543003320312502,0.3579992671750469
BLK,684.4000244140625,2023-04-20,15:15:27,830.0,0.55,37.98234924884031,8.43955375935056,0.0,0.8,1.0,262.0,0.7719749365234375,0.42238471848994014
BLK,684.4000244140625,2023-05-23,18:01:29,840.0,0.71,13.546895296904935,0.8666904246693363,0.0,0.75,2.0,58.0,0.804689453125,0.41215233881212604
BLK,684.4000244140625,2023-05-09,14:48:01,850.0,0.8,25.821415341576397,3.980421877504135,0.0,0.75,1.0,89.0,0.8442398388671875,0.46192433174555925
BLK,684.4000244140625,2023-02-06,17:34:14,860.0,10.3,121.52720230303922,2.815229738940687,0.65,1.95,4.0,15.0,1.0715378454589848,0.2295843665019574
BLK,684.4000244140625,2023-06-02,19:57:56,870.0,0.8,6.0340210323741985,0.19813714911909308,0.0,0.75,1.0,32.0,0.9204109521484375,0.503601221393374
BLK,684.4000244140625,2023-04-11,14:04:18,880.0,0.2,53.781151640863584,3.2638647915820655,0.0,0.8,1.0,10.0,0.965820654296875,0.37046771699491365
BLK,684.4000244140625,2023-06-02,19:32:30,890.0,0.1,6.327431301656375,0.0024151380909809006,0.0,0.75,1.0,43.0,0.9941406835937501,0.3720565755164112
BLK,684.4000244140625,2023-03-31,15:42:02,900.0,0.13,66.86571534035494,11.77309374724679,0.0,0.8,1.0,41.0,1.0385790258789065,0.5080554124265296
BLK,684.4000244140625,2023-04-21,16:03:15,920.0,0.01,51.481756641213565,10.225029544279124,0.0,0.8,2.0,32.0,1.1088911743164065,0.6067278409438288
BLK,684.4000244140625,2023-02-08,20:11:08,940.0,2.0,132.49356715091037,26.33044328193199,0.0,1.35,1.0,23.0,1.2636755566406248,0.561915920486052
BLK,684.4000244140625,2023-02-06,14:38:39,960.0,1.79,135.2336109693288,43.51092775827749,0.0,1.1,2.0,16.0,1.2963902368164062,0.7093176207206825
BLK,684.4000244140625,2023-02-16,15:15:35,980.0,0.5,135.50203836363542,42.284849469194825,0.0,1.2,1.0,309.0,1.3789093554687497,0.7544678102578914
BLK,684.4000244140625,2023-04-12,13:30:02,1000.0,0.05,2.7657603365600245,0.017138776213770246,0.0,0.0,3.0,14.0,0.500005,0.27357684968331947
BLK,684.4000244140625,2023-01-20,15:07:19,1020.0,1.5,156.5835338414282,40.352068708030174,0.0,0.7,1.0,2.0,1.408206083984375,0.7050047880086721
BLK,684.4000244140625,2023-02-16,14:30:05,1040.0,0.75,152.31358510042583,46.54953342644626,0.0,1.15,1.0,7.0,1.5595725146484374,0.8533173376470476
BLK,684.4000244140625,2022-10-14,15:37:35,1060.0,0.6,442.8858581442382,164.17353567075062,7.4,9.3,,1.0,2.5767857846069333,1.145813851066327
BLK,684.4000244140625,2023-06-05,19:58:41,1080.0,0.5,3.880725365380016,0.02745008064831056,0.0,0.5,1.0,12.0,1.5195336523437497,0.8314101450905319
BLK,684.4000244140625,2023-02-03,17:56:27,1100.0,0.59,177.11709271877788,54.93508966771165,0.0,0.95,2.0,1.0,1.6933609082031251,0.9265194200919904
BLK,684.4000244140625,2023-02-10,14:30:07,1120.0,0.63,178.42685195713517,54.411599543312406,0.0,1.05,5.0,8.0,1.7695324023437498,0.968196518126337
BLK,684.4000244140625,2023-03-13,18:48:07,1140.0,0.1,134.70036430667534,33.97819662080235,0.0,0.75,1.0,0.0,1.751954365234375,0.9585787262722572
BK,44.43000030517578,2023-04-18,13:30:46,20.0,24.21,24.594728168498797,24.594728168498797,19.4,21.9,,1.0,1.0000000000000003e-05,5.00640350888084e-06
BK,44.43000030517578,2023-03-03,19:25:56,22.5,29.15,37.54062731177605,29.3631727604916,21.2,24.2,1.0,1.0,4.527348090820313,2.477130484907975
BK,44.43000030517578,2022-11-14,18:58:59,25.0,19.5,40.17151901316492,31.406279622863075,19.9,20.5,1.0,1.0,3.941406396484375,2.156533525208507
BK,44.43000030517578,2023-04-21,14:21:04,30.0,14.5,14.664577362953619,14.664577362953619,10.5,12.8,10.0,0.0,1.0000000000000003e-05,5.471482278843602e-06
BK,44.43000030517578,2023-05-19,18:45:27,35.0,6.19,10.482112596613494,9.582294349652834,9.3,9.6,23.0,344.0,0.92187578125,0.38083066800241994
BK,44.43000030517578,2023-06-01,14:52:37,37.5,3.8,7.583869633203118,7.05856428281372,6.9,7.1,1.0,3.0,0.8437515624999999,0.4616571721965348
BK,44.43000030517578,2023-06-09,14:55:50,40.0,4.3,4.607353541840055,4.46924600366318,4.4,4.6,6.0,882.0,0.570316796875,0.19830616941583792
BK,44.43000030517578,2023-06-09,17:37:08,42.5,1.86,2.294174702120415,1.981090469348679,2.0,2.15,2.0,936.0,0.424810439453125,0.1670263846248993
BK,44.43000030517578,2023-06-09,19:50:03,45.0,0.32,0.4673179862950505,0.07856505712032913,0.25,0.35,72.0,4483.0,0.28321029296874994,0.10599128824709844
BK,44.43000030517578,2023-05-22,13:30:05,47.5,0.1,0.9300092580586483,0.016775934922785618,0.0,0.1,1.0,2.0,0.43164630859375,0.12721853385554974
BK,44.43000030517578,2023-06-07,14:13:05,50.0,0.05,0.11883410695465768,2.423235916714298e-09,0.0,0.05,12.0,3865.0,0.507817421875,0.13414563694009563
BK,44.43000030517578,2023-05-24,13:30:13,55.0,0.02,0.8562464473111167,0.07460522497002642,0.0,0.05,5.0,3666.0,0.8359391406249999,0.4573826194121435
BK,44.43000030517578,2023-06-07,17:09:38,60.0,0.05,0.34589648211267265,0.007153597484985952,0.0,0.15,1.0,1570.0,1.3125034374999998,0.7181339299202557
BK,44.43000030517578,2022-06-03,17:43:00,65.0,0.85,30.755215274864145,9.829950993299434,0.3,0.55,1.0,10.0,2.2011763720703117,0.8237889834058759
BA,217.30999755859375,2023-03-17,14:47:07,65.0,135.0,153.13388419283888,153.13388419283888,136.95,138.2,1.0,11.0,1.0000000000000003e-05,3.4771230744463243e-06
BA,217.30999755859375,2022-10-26,15:23:37,70.0,79.0,149.55936629235998,149.55936629235998,110.15,111.35,1.0,0.0,1.0000000000000003e-05,5.471482278843602e-06
BA,217.30999755859375,2023-05-25,14:04:16,75.0,125.5,149.20622364138484,142.55661488446313,141.5,143.4,1.0,43.0,3.750000625,1.4384183689720709
BA,217.30999755859375,2023-06-08,14:15:50,80.0,136.95,137.92506543031732,137.4006722761946,136.5,138.3,1.0,147.0,3.3593766015624995,1.8380769543411053
BA,217.30999755859375,2023-05-17,19:05:00,85.0,123.68,140.67794121955913,133.25343112917963,131.5,133.25,3.0,14.0,3.05468986328125,1.6713681454306537
BA,217.30999755859375,2022-11-03,17:35:46,90.0,70.25,130.10430335677674,130.10430335677674,95.2,96.9,18.0,19.0,1.0000000000000003e-05,5.471482278843602e-06
BA,217.30999755859375,2023-05-02,14:19:23,95.0,107.55,122.90737223585414,122.90737223585414,113.1,114.6,1.0,11.0,1.0000000000000003e-05,5.471482278843602e-06
BA,217.30999755859375,2023-05-22,13:51:30,100.0,105.96,125.20005178423492,118.22140865291446,116.55,118.35,1.0,80.0,2.792971767578125,1.52816955316142
BA,217.30999755859375,2023-05-25,15:17:32,105.0,95.29,116.33803426433744,112.65671762535743,111.35,113.35,1.0,24.0,2.281254296875,1.0391941745742173
BA,217.30999755859375,2023-05-17,17:49:03,110.0,98.9,118.17068175669662,107.8174847200624,106.55,108.45,1.0,42.0,2.5742223144531247,0.8950887808339579
BA,217.30999755859375,2023-05-09,14:15:43,115.0,88.9,102.9209466102549,102.9209466102549,100.45,101.95,16.0,44.0,1.0000000000000003e-05,2.587269342239091e-06
BA,217.30999755859375,2023-06-09,16:49:03,120.0,96.62,97.67166509330534,97.42768958717494,96.7,98.05,1.0,78.0,1.9921875390625,0.8229808470058111
BA,217.30999755859375,2023-06-09,14:37:45,125.0,92.51,92.8113153541856,92.43334042449175,91.7,93.15,4.0,504.0,1.99609376953125,1.0921591686900356
BA,217.30999755859375,2023-06-07,15:26:32,130.0,81.2,87.86136231498891,87.47391910706625,86.5,88.2,1.0,540.0,1.65625171875,0.7364819270320708
BA,217.30999755859375,2023-05-22,19:51:33,135.0,71.18,90.14737204183662,82.89502586762475,81.55,83.5,9.0,156.0,1.89453177734375,0.7826388511251848
BA,217.30999755859375,2023-06-07,18:16:07,140.0,71.75,78.53227771058974,77.49789930589003,76.6,78.4,21.0,292.0,1.734376328125,0.9489609344181771
BA,217.30999755859375,2023-05-30,17:55:21,145.0,59.91,76.5135289739843,72.87549798847422,71.85,73.2,11.0,589.0,1.640626796875,0.8976660445297501
BA,217.30999755859375,2023-06-09,14:28:48,150.0,67.84,67.87033479800957,67.45857531758583,66.7,68.2,1.0,349.0,1.4277372363281249,0.7811838987414472
BA,217.30999755859375,2023-06-09,16:39:24,155.0,61.65,63.03799547079146,62.465686786813535,61.6,63.45,3.0,1861.0,1.400393623046875,0.7662228891906561
BA,217.30999755859375,2023-06-08,14:02:20,160.0,56.16,58.062342730085476,57.49338845179258,56.8,58.1,7.0,515.0,1.205082099609375,0.6593585352564333
BA,217.30999755859375,2023-06-09,19:08:40,165.0,52.51,52.749619442138055,52.471827061895,51.5,53.3,6.0,680.0,1.0351610742187503,0.4276292873756729
BA,217.30999755859375,2023-06-09,19:21:21,170.0,47.95,47.861972960325915,47.47674423599881,46.6,48.3,1.0,529.0,0.9941406835937501,0.4106835956879524
BA,217.30999755859375,2023-06-09,16:20:21,175.0,41.58,43.06031056392629,42.487895047348474,41.65,43.45,4.0,2329.0,0.9697268652343749,0.5305843358448439
BA,217.30999755859375,2023-05-30,14:19:49,177.5,29.5,43.066508405475275,40.444612474555214,39.1,40.95,1.0,1.0,0.8984385156249999,0.49157904168727357
BA,217.30999755859375,2023-06-09,19:50:01,180.0,37.83,38.09874501975429,37.494955893805695,36.9,38.25,9.0,559.0,0.87695435546875,0.4798240215301977
BA,217.30999755859375,2023-06-05,15:42:01,182.5,27.24,36.486507625888294,35.09125906123231,34.4,35.7,1.0,1.0,0.8085956640624999,0.25545325078731657
BA,217.30999755859375,2023-06-08,17:56:12,185.0,34.15,33.072765143273074,32.52030705439009,31.9,33.05,14.0,638.0,0.70898728515625,0.354947643215815
BA,217.30999755859375,2023-06-07,15:50:54,187.5,22.99,30.886468320421585,30.069100352613873,29.25,30.8,1.0,10.0,0.6884796777343751,0.37670043560675864
BA,217.30999755859375,2023-06-09,18:13:38,190.0,28.1,27.9804783172695,27.503672058053752,27.0,28.05,8.0,1687.0,0.6367223828125,0.3483815234101665
BA,217.30999755859375,2023-06-08,19:06:38,192.5,27.33,25.708589016038445,25.043650557590837,24.3,25.8,1.0,37.0,0.596683720703125,0.32647444039016127
BA,217.30999755859375,2023-06-09,19:50:01,195.0,22.91,23.13871174795898,22.503327642869863,22.2,23.05,41.0,1350.0,0.5751995605468749,0.2561895327045768
BA,217.30999755859375,2023-06-09,14:09:17,197.5,20.66,20.584301349815718,20.020080431310333,19.6,20.6,1.0,97.0,0.5112353564453125,0.27972151931088185
BA,217.30999755859375,2023-06-09,19:54:44,200.0,17.83,18.900934516073363,17.51127306753054,17.2,18.15,157.0,10534.0,0.5976602734375001,0.21823391603199072
BA,217.30999755859375,2023-06-09,19:11:29,202.5,15.08,16.226822534796014,15.009639999913531,14.9,15.55,22.0,574.0,0.5124560473632812,0.16382235034641027
BA,217.30999755859375,2023-06-09,19:48:04,205.0,13.12,13.968859118093292,12.516490958121409,12.7,13.25,137.0,5934.0,0.48389187988281257,0.16030069608775557
BA,217.30999755859375,2023-06-09,19:59:56,207.5,10.6,11.553652945607382,10.241552341711639,10.4,10.85,39.0,1048.0,0.43018147949218755,0.23537303417282257
BA,217.30999755859375,2023-06-09,19:59:56,210.0,8.4,9.377124551989056,7.562125877572527,8.25,8.65,592.0,4901.0,0.3979552392578125,0.13505798337211555
BA,217.30999755859375,2023-06-09,19:58:55,212.5,6.36,7.282988595221724,5.032568473808482,6.25,6.55,205.0,1105.0,0.3640200317382813,0.07934554632649107
BA,217.30999755859375,2023-06-09,19:59:36,215.0,4.75,5.490078548273388,3.729126667392592,4.6,4.75,1074.0,6307.0,0.3442448388671875,0.1883529535445187
BA,217.30999755859375,2023-06-09,19:59:54,217.5,3.18,4.0239580013052745,2.207131454847101,3.15,3.3,1243.0,2211.0,0.3343572424316406,0.1829429726767735
BA,217.30999755859375,2023-06-09,19:59:38,220.0,2.12,2.851159767385127,0.48093095670562036,2.1,2.18,6287.0,12355.0,0.3286199951171874,0.11426521677464105
BA,217.30999755859375,2023-06-09,19:59:58,222.5,1.35,1.980732062077692,0.5384770316641223,1.34,1.39,2395.0,2978.0,0.32813171874999997,0.17953668842671172
BA,217.30999755859375,2023-06-09,19:59:32,225.0,0.86,1.3918366122389614,0.009607306719407793,0.83,0.89,2731.0,5440.0,0.3347234497070312,0.10330609978755852
BA,217.30999755859375,2023-06-09,19:59:08,227.5,0.53,0.985933608387981,0.009403648027026312,0.52,0.57,746.0,842.0,0.3442448388671875,0.13204480456597076
BA,217.30999755859375,2023-06-09,19:59:49,230.0,0.35,0.6745902117897415,0.0008917416571058712,0.33,0.35,3487.0,3831.0,0.3505924316406249,0.12801780993079956
BA,217.30999755859375,2023-06-09,19:39:29,232.5,0.24,0.5455750082919266,0.020096398371667323,0.21,0.26,226.0,487.0,0.37402969726562496,0.20464968603501035
BA,217.30999755859375,2023-06-09,19:52:08,235.0,0.18,0.4331594244032786,0.01009881403632229,0.15,0.19,808.0,2059.0,0.393560751953125,0.21533606799598853
BA,217.30999755859375,2023-06-09,19:59:57,240.0,0.1,0.26875325794384075,0.0024292744255860477,0.09,0.1,516.0,7249.0,0.42676354492187507,0.23350291732965142
BA,217.30999755859375,2023-06-09,18:15:23,245.0,0.03,0.18729831095480343,3.7340535471980414e-05,0.03,0.06,16.0,2214.0,0.46484910156250003,0.21175564647113002
BA,217.30999755859375,2023-06-09,19:05:21,250.0,0.02,0.1140728897654899,9.130723765990633e-13,0.01,0.03,117.0,4401.0,0.48828636718750007,0.14391198186687287
BA,217.30999755859375,2023-06-09,13:33:13,255.0,0.04,0.06779790117863982,3.338442005792331e-11,0.0,0.03,10.0,260.0,0.507817421875,0.17657436752074057
BA,217.30999755859375,2023-06-09,19:47:15,260.0,0.01,0.08554875643006277,1.1959507966573328e-23,0.01,0.03,3.0,1603.0,0.57812921875,0.13054424299555592
BA,217.30999755859375,2023-06-01,16:36:03,265.0,0.03,0.747519200419422,0.009896525334219475,0.0,0.03,5.0,254.0,0.6171913281250001,0.3376951414491884
BA,217.30999755859375,2023-06-01,19:26:16,270.0,0.01,0.7598734942923517,0.00017164477875498442,0.0,0.03,6.0,1851.0,0.6640658593750002,0.2743283313945746
BA,217.30999755859375,2023-06-08,17:03:22,275.0,0.04,0.19528301374449786,0.00028105070645240843,0.0,0.06,1.0,108.0,0.7656273437500001,0.4189116443526223
BA,217.30999755859375,2023-06-08,16:10:13,280.0,0.04,0.09191580292324764,2.8493494008610476e-14,0.0,0.02,5.0,1348.0,0.73437765625,0.2266518569425529
BA,217.30999755859375,2023-05-03,16:29:23,285.0,0.03,8.081601927552818,1.009098051553238,0.0,0.07,1.0,43.0,0.8828136718749999,0.4830299361184911
BA,217.30999755859375,2023-06-01,14:24:34,290.0,0.02,0.5523185152052577,0.0026920087389794706,0.0,0.01,1.0,418.0,0.7812521875,0.42746074992140476
BA,217.30999755859375,2023-04-21,16:22:56,295.0,0.1,9.097744727747546,1.1250852220000862,0.0,0.02,6.0,15.0,0.87500125,0.47875538333409984
BA,217.30999755859375,2023-05-25,19:11:11,300.0,0.01,1.6449281520530583,0.029879358181052473,0.0,0.01,10.0,441.0,0.87500125,0.47875538333409984
BA,217.30999755859375,2023-05-19,14:12:02,310.0,0.01,5.138090043751099,0.005773316439579734,0.0,0.07,5.0,143.0,1.12109814453125,0.39941498792657426
BA,217.30999755859375,2023-06-09,13:32:38,320.0,0.06,0.0825434067302,2.824995396501599e-11,0.0,0.03,2.0,334.0,1.1171919140625,0.41810842730843817
BKNG,2606.1298828125,2022-12-16,18:38:51,840.0,1125.25,1787.2892289765832,1787.2892289765832,1472.1,1490.0,1.0,15.0,1.0000000000000003e-05,2.1244548311369067e-06
BKNG,2606.1298828125,2022-10-06,14:02:27,860.0,894.62,1776.095300556485,1776.095300556485,1044.0,1062.0,1.0,1.0,1.0000000000000003e-05,4.555363143853662e-06
